2017-10-24 aai055.csv,,amir,24/10/2017 16:38:40,GENESYS 10S,2L7M233003,2.001
nm,A
200,1.6935
202,1.6456
204,1.5979
206,1.5341
208,1.4423
210,1.3309
212,1.1897
214,1.0314
216,.8673
218,.7137
220,.5631
222,.4367
224,.3022
226,.2084
228,.1566
230,.1263
232,.0894
234,.0548
236,.0314
238,.0169
240,.0079
242,.0041
244,.0013
246,-.0013
248,-.0022
250,-.0031
252,-.0038
254,-.0042
256,-.0048
258,-.005
260,-.0047
262,-.0051
264,-.0052
266,-.0056
268,-.0056
270,-.0055
272,-.0056
274,-.0062
276,-.0063
278,-.006
280,-.0064
282,-.0062
284,-.0063
286,-.0059
288,-.0052
290,-.0044
292,-.0034
294,-.0032
296,-.0023
298,-.0016
300,-.0016
302,-.0014
304,-.0014
306,-.0013
308,-.0016
310,-.0016
312,-.0017
314,-.0019
316,-.0019
318,-.0023
320,-.0026
322,-.0028
324,-.0028
326,-.003
328,-.0037
330,-.0037
332,-.0039
334,-.0037
336,-.0042
338,-.0041
340,-.0037
342,-.0041
344,-.0038
346,-.004
348,-.0041
350,-.004
352,-.0036
354,-.0033
356,-.0032
358,-.0034
360,-.003
362,-.0031
364,-.003
366,-.0038
368,-.0034
370,-.0041
372,-.0039
374,-.0037
376,-.0038
378,-.0031
380,-.0035
382,-.0037
384,-.0032
386,-.0035
388,-.0033
390,-.0034
392,-.0035
394,-.0034
396,-.0034
398,-.0035
400,-.0031
402,-.0034
404,-.0034
406,-.0033
408,-.0033
410,-.0033
412,-.0034
414,-.0032
416,-.0036
418,-.0035
420,-.0031
422,-.0034
424,-.0032
426,-.0033
428,-.0036
430,-.0032
432,-.0033
434,-.0034
436,-.0033
438,-.0035
440,-.0035
442,-.0034
444,-.003
446,-.0031
448,-.0031
450,-.003
452,-.0031
454,-.003
456,-.003
458,-.003
460,-.003
462,-.0029
464,-.0028
466,-.0031
468,-.0028
470,-.003
472,-.0028
474,-.0028
476,-.0028
478,-.0028
480,-.0031
482,-.0029
484,-.003
486,-.0029
488,-.0026
490,-.0026
492,-.0028
494,-.0026
496,-.0028
498,-.0025
500,-.0026
502,-.0032
504,-.0025
506,-.0034
508,-.0034
510,-.0033
512,-.0029
514,-.0026
516,-.0027
518,-.0025
520,-.0025
522,-.0027
524,-.0025
526,-.0025
528,-.0023
530,-.0025
532,-.0022
534,-.0023
536,-.0024
538,-.0024
540,-.0023
542,-.0023
544,-.0023
546,-.0023
548,-.0028
550,-.0027
552,-.0028
554,-.0026
556,-.0032
558,-.0027
560,-.0031
562,-.0027
564,-.0024
566,-.003
568,-.0026
570,-.0027
572,-.0029
574,-.0027
576,-.0026
578,-.0025
580,-.003
582,-.0023
584,-.0024
586,-.0029
588,-.0024
590,-.0025
592,-.0022
594,-.0025
596,-.0026
598,-.0031
600,-.0025
602,-.0024
604,-.0025
606,-.002
608,-.002
610,-.0027
612,-.0028
614,-.0019
616,-.0021
618,-.0015
620,-.0022
622,-.0014
624,-.0017
626,-.0017
628,-.002
630,-.0016
632,-.0021
634,-.0018
636,-.0017
638,-.0019
640,-.0018
642,-.0018
644,-.0008
646,-.0024
648,-.0013
650,-.0019
652,-.0018
654,-.0014
656,-.002
658,-.0019
660,-.0024
662,-.0014
664,-.0016
666,-.0012
668,-.0024
670,-.0019
672,-.0017
674,-.002
676,-.0021
678,-.002
680,-.0017
682,-.0016
684,-.0023
686,-.002
688,-.0026
690,-.0018
692,-.0023
694,-.0017
696,-.002
698,-.0019
700,-.002
702,-.0019
704,-.0019
706,-.0017
708,-.0013
710,-.0022
712,-.0015
714,-.001
716,-.0015
718,-.0014
720,-.0016
722,-.0017
724,-.0021
726,-.0012
728,-.0012
730,-.001
732,-.0021
734,-.0013
736,-.0018
738,-.0011
740,-.0011
742,-.001
744,.0001
746,-.002
748,-.0009
750,-.0009
752,-.0017
754,-.0017
756,-.0016
758,.0001
760,-.0005
762,-.002
764,-.0012
766,-.0022
768,-.001
770,-.0021
772,-.0007
774,-.0017
776,-.0009
778,-.0014
780,-.0011
782,-.0014
784,-.0018
786,-.0009
788,-.0007
790,-.0006
792,-.0015
794,-.0006
796,-.0012
798,-.0015
800,-.0001
