2017-10-24 dwsecond.csv,,amir,25/10/2017 10:32:01,GENESYS 10S,2L7M233003,2.001
nm,A
200,.0014
202,.0013
204,.0011
206,.0009
208,.0012
210,.0009
212,.0013
214,.0013
216,.001
218,.0011
220,.0009
222,.001
224,.001
226,.0011
228,.0012
230,.0009
232,.0007
234,.0008
236,.0009
238,.0009
240,.001
242,.001
244,.0007
246,.0008
248,.0007
250,.0007
252,.0009
254,.0006
256,.0005
258,.001
260,.0009
262,.0007
264,.0006
266,.001
268,.0009
270,.0011
272,.0009
274,.0007
276,.0006
278,.0007
280,.0008
282,.001
284,.0003
286,.001
288,.0009
290,.0007
292,.0007
294,.0005
296,.0008
298,.0008
300,.0008
302,.0008
304,.0007
306,.0008
308,.0008
310,.0007
312,.0008
314,.0006
316,.0006
318,.0009
320,.0007
322,.0009
324,.001
326,.0008
328,.0007
330,.0008
332,.001
334,.0007
336,.0006
338,.0009
340,.0009
342,.001
344,.0007
346,.0008
348,.0011
350,.0009
352,.0009
354,.001
356,.0012
358,.001
360,.001
362,.0009
364,.0008
366,.0009
368,.0011
370,.0009
372,.0007
374,.0008
376,.0012
378,.0007
380,.0009
382,.0008
384,.0009
386,.0009
388,.0011
390,.0009
392,.001
394,.001
396,.0008
398,.0008
400,.0008
402,.0011
404,.0011
406,.001
408,.0009
410,.0008
412,.001
414,.0013
416,.001
418,.0009
420,.0011
422,.0008
424,.0013
426,.001
428,.0009
430,.0008
432,.0009
434,.001
436,.001
438,.001
440,.0011
442,.001
444,.0012
446,.0017
448,.0009
450,.0009
452,.001
454,.0008
456,.001
458,.001
460,.0011
462,.0009
464,.0009
466,.001
468,.001
470,.0011
472,.0013
474,.0008
476,.0012
478,.001
480,.0009
482,.0012
484,.001
486,.0008
488,.0011
490,.0008
492,.0009
494,.0008
496,.001
498,.0009
500,.0008
502,.0009
504,.0012
506,.0008
508,.001
510,.001
512,.0011
514,.0012
516,.0012
518,.001
520,.0011
522,.0011
524,.001
526,.0012
528,.0015
530,.0009
532,.0009
534,.0011
536,.0008
538,.0012
540,.0013
542,.0011
544,.001
546,.001
548,.0006
550,.0009
552,.0012
554,.0009
556,.0011
558,.001
560,.0009
562,.001
564,.0011
566,.0009
568,.0009
570,.0013
572,.001
574,.001
576,.0012
578,.0008
580,.0009
582,.001
584,.001
586,.0014
588,.0016
590,.0009
592,.0008
594,.0011
596,.0007
598,.0009
600,.0005
602,.0006
604,.0008
606,.001
608,.0011
610,.0012
612,.001
614,.0011
616,.0009
618,.0012
620,.0013
622,.0014
624,.0013
626,.0014
628,.0007
630,.0009
632,.0007
634,.001
636,.0006
638,.0015
640,.0006
642,.001
644,.0015
646,.0014
648,.0012
650,.0016
652,.0016
654,.0015
656,.0001
658,.0009
660,.0015
662,.0017
664,.0015
666,.0017
668,.0013
670,.0017
672,.0014
674,.0009
676,.001
678,.0011
680,.0013
682,.0014
684,.0011
686,.0014
688,.0019
690,.0015
692,.0013
694,.0014
696,.0017
698,.0011
700,.0006
702,.0008
704,.0009
706,.0015
708,.001
710,.0015
712,.001
714,.0009
716,.0006
718,.0017
720,.0018
722,.0014
724,.0007
726,.0014
728,.0013
730,.0009
732,.0012
734,.0018
736,.0008
738,.0011
740,.0016
742,.0008
744,.0011
746,.001
748,.0015
750,.0017
752,.0021
754,.0011
756,.0008
758,.002
760,.0014
762,.0007
764,.0008
766,.0011
768,.0007
770,.0011
772,.0006
774,.0014
776,.0011
778,.0006
780,.0003
782,.0009
784,.0016
786,.0018
788,.0006
790,.0021
792,.0007
794,.0016
796,.0017
798,.0018
800,.0001
