2018-1-11 SH70.csv,,Amir,11/01/2018 18:38:53,GENESYS 10S,2L7M233003,2.001
nm,A
200,2.7879
202,2.7932
204,2.817
206,2.8121
208,2.7591
210,2.7091
212,2.6261
214,2.4674
216,2.2072
218,1.8754
220,1.5336
222,1.2099
224,.848
226,.6066
228,.4767
230,.3897
232,.2774
234,.1783
236,.1093
238,.0654
240,.0374
242,.0251
244,.0154
246,.009
248,.0055
250,.003
252,.0012
254,.0003
256,-.0001
258,-.0001
260,-.0004
262,-.0004
264,-.0003
266,.0001
268,.0001
270,.0007
272,.0005
274,.0008
276,.001
278,.0013
280,.0018
282,.0019
284,.0016
286,.0019
288,.0017
290,.0022
292,.0021
294,.0025
296,.0024
298,.0025
300,.0029
302,.0028
304,.0027
306,.0027
308,.0025
310,.0026
312,.0021
314,.0018
316,.0015
318,.0013
320,.0012
322,.0008
324,.0003
326,.0001
328,-.0004
330,-.0006
332,-.0009
334,-.0011
336,-.0005
338,-.0007
340,-.0012
342,-.0008
344,-.0011
346,-.0009
348,-.0014
350,-.0011
352,-.0006
354,-.0007
356,-.0008
358,-.0006
360,-.0006
362,-.0008
364,-.0008
366,-.0008
368,-.0011
370,-.0011
372,-.0008
374,-.001
376,-.0007
378,-.0008
380,-.0012
382,-.001
384,-.0011
386,-.0006
388,-.0006
390,-.0006
392,-.0005
394,-.0003
396,-.0002
398,-.0002
400,-.0002
